Table_Name,Column_Name,Attribute_Name,Definition,Column_Datatype,Display_Name
msha_assssd_violation,last_action_code_1,,Last action taken against this violation: 1stDemandPrinted; 1stDemandReady; 2ndDemandPrinted; Admin Law Judge; Adversary; ApprovedForTreasury; Assessed; BillingReady; Case is set to bankrupt Chapter; Chapter 11; Chapter 7; Chapter 7 Bankruptcy; Citation Vacated; Commission; ContestedinError; Court Decision; DefaultDecisionDist; Delinquent; Dismissal; Final Order Date; Hearing Case Filed; Hearing Dismissal; InContest; InProcess; Issued in Error; JusticeSettlement; No Last Action; On Hold; Paid; Prevail; ProposedUncollectable; Proposed; Recalled From Treasury; Received by Solicitor; RecommendTreasury; Referred to Solicitor; RemandALJ; Review Commission; SolicitorSettlement; Solic Assess Error; Supreme Court; Treasury; Uncollectable; Vacate; Vacated; VacatedALJ; Vacated - Assessed in Error; Vacated because assessed in error; Vacated because issued in error; Vacated because solic. Declared; Vacated by Administrative Law; Vacated by Court of Appeals; Vacated by Review Commission; Withdrawal.,,
msha_assssd_violation,last_action_date,Last Action Date,Date the last action taken against this violation.,date,Last Action Date
msha_inspection,active_sections,Active Sections,Number of active working sections inspected.  Can contain zeroes.,number(5),Active Sections
msha_inspection,acty_cd,Activity Code,Description of the inspection activity codes.,varchar2(55),Activity Code
msha_inspection,acty_desc,Activity Code Description,Code used to identify the type of enforcement activity.,varchar2(20),Activity Code Description
msha_inspection,beg_dt,Inspection Begin Date,Start date of the inspection  (mm/dd/yyyy).,date,Inspection Begin Date
msha_inspection,bldg_constr_sites,Building Construction Sites,Number of building construction sites inspected.  Can contain zeroes.,number(5),Building Construction Sites
msha_inspection,cal_qtr,Calendar Quarter,Calendar Quarter of the End Date of the inspection.  May not contain data (null value) if the inspection remains open.,number(1),Calendar Quarter
msha_inspection,cal_year,Calendar Year,Calendar Year of the End Date of the inspection.  May not contain data (null value) if the inspection remains open.,number(4),Calendar Year
msha_inspection,co_records,Company Records,Company records inspected indicator (Y or N).,varchar2(1),Company Records
msha_inspection,coal_metal_ind,Coal Metal Indicator,Identifies if the inspection was at a Coal or Metal/Non-Metal mine.,varchar2(1),Coal Metal Indicator
msha_violation,cit_ord_safe,Type of Issuance,"""Specifies the type of Citation: Citation, Order, Safeguard, Written Notice or Notice.""",varchar2(20),Type of Issuance
msha_inspection,controller_id,Controller ID,Identification number assigned by MSHA Assessments for a Legal Entity acting as a controller of an operator at the time of the inspection.   May not contain data (null values) if this record pertains to a contractor working at the mine.,varchar2(7),Controller ID
msha_inspection,controller_name,Controller Name,Name of the controller active at the time of the inspection.  May not contain data (null values) if this record pertains to a contractor working at the mine.,varchar2(72),Controller Name
msha_inspection,draglines,Draglines,Number of draglines/shovel construction operations inspected.  Can contain zeroes.,number(5),Draglines
msha_inspection,end_dt,Inspection End Date,Inspection close out date (mm/dd/yyyy).,date,Inspection End Date
msha_inspection,event_no,Event No,"""A unique number used to identify each inspection, investigation, audit, survey, etc. (event).  Primary key to join to the Violations table.  One event number can be associated with one or more violations.""",varchar2(7),Event No
msha_inspection,explosive_storage,Explosive Storage,Explosives storage inspected indicator (Y or N).,varchar2(1),Explosive Storage
msha_inspection,fiscal_qtr,Fiscal Quarter,Fiscal quarter of the End Date of the inspection.  May not contain data (null value) if the inspection remains open.,number(1),Fiscal Quarter
msha_inspection,fiscal_yr,Fiscal Year,Fiscal Year of the End Date of the inspection.  MSHA's fiscal year begins October 1 and ends September 30.  May not contain data (null value) if the inspection remains open.,number(4),Fiscal Year
msha_inspection,idle_sections,Idle Sections,Number of idle working sections inspected.  Can contain zeroes.,number(5),Idle Sections
msha_inspection,impound_constr,Impoundment Construction,Number of impoundment construction operations inspected.  Can contain zeroes.,number(5),Impoundment Construction
msha_inspection,impoundments,Impoundement Indicator,Identified impoundments inspected indicator (Y or N).,varchar2(1),Impoundement Indicator
msha_inspection,inspect_office_cd,Inspector Office Code,Office code of the inspector involved in the inspection.,varchar2(5),Inspector Office Code
msha_inspection,major_const,Major Construction Indicator,Major construction operation inspected indicator (Y or N).,varchar2(1),Major Construction Indicator
msha_inspection,mine_id,Mine ID,Identification number assigned to the operation inspected by MSHA .,varchar2(7),Mine ID
msha_inspection,misc_area,Miscellaneous Area,Coal areas of inspection Not Elsewhere Classified (NEC) indicator (Y or N).,varchar2(1),Miscellaneous Area
msha_inspection,nbr_inspectors,Number of Inspectors,Total number of inspectors working on this inspection.,number(5),Number of Inspectors
msha_inspection,operator_id,Operator ID,Identification number assigned by MSHA for a Legal Entity acting as an operator at a mine at the time of the inspection.  May not contain data (null values) if this record pertains to a contractor working at the mine.,varchar2(7),Operator ID
msha_inspection,operator_name,Operator Name,Name of the operator active at the time of the inspection.  May not contain data (null values) or a contractor name if this record pertains to a contractor working at the mine.,varchar2(60),Operator Name
msha_inspection,outby_areas,Outby Area Indicator,Outby areas inspected indicator(Y or N).,varchar2(1),Outby Area Indicator
msha_inspection,program_area,Program Area,Program area (Coal or Metal/Non-Metal) associated with the inspection.,varchar2(60),Program Area
msha_inspection,refuse_piles,Refuse Pile Indicator,Identified refuse piles inspected indicator (Y or N).,varchar2(1),Refuse Pile Indicator
msha_inspection,sample_cnt_air,Number of Air Samples,Number of air samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Air Samples
msha_inspection,sample_cnt_dustspot,Number of Dust Samples,Number of spot dust samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Dust Samples
msha_inspection,sample_cnt_dustsurvey,Number of Survey Samples,Number of survey samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Survey Samples
msha_inspection,sample_cnt_noise,Number of Noise Samples,Number of noise samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Noise Samples
msha_inspection,sample_cnt_other,Number of Other Samples,Number of other samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Other Samples
msha_inspection,sample_cnt_respdust,Number of Respiratory Dust Samples,Number of respiratory dust samples collected.  May not contain data (null values) if sample not taken.,"""number(9,4))""",Number of Respiratory Dust Samples
msha_inspection,shaft_slope_sink,Number of Shaft Slope Sinking,Number of shaft/slope sinking construction areas inspected.  Can contain zeroes.,number(5),Number of Shaft Slope Sinking
msha_inspection,shafts_slopes,Shaft Slope Indicator,Shafts/slopes inspected indicator (Y or N).,varchar2(1),Shaft Slope Indicator
msha_inspection,surf_facility_mine,Surf Facility Indicator,Surface mine/facililty inspected indicator (Y or N).,varchar2(1),Surf Facility Indicator
msha_inspection,surf_ug_mine,Surface Underground Indicator,Surface area/underground mine inspected indicator (Y or N).,varchar2(1),Surface Underground Indicator
msha_inspection,total_insp_hours,Total Inspection Hours,"""Total hours recorded on the Weekly Time and Activity Data form: On-Site Inspection Time (MNM), MMU Pit Time (Coal), Outby (Coal UG mines), Surface Area Time (Coal), C/O Writing On Site (MNM,Coal) Reviews (Coal), C/O Writing Off Site, Travel Time and Other.""",number(5),Total Inspection Hours
msha_inspection,total_on_site_hours,Total On Site Hours,"""Total hours recorded on the Weekly Time and Activity Data form: On-Site Inspection Time (MNM), MMU Pit Time (Coal), Outby (Coal UG Mines), Surface Area Time (Coal) and C/O Writing On Site (MNM, Coal) Reviews (Coal).""",number(5),Total On Site Hours
msha_inspection,unclassified_constr,Number of Unclassifed Construction,Number of other unclassified construction areas inspected.  Can contain zeroes.,number(5),Number of Unclassifed Construction
msha_violation,asmt_generated_ind,Violator Type Indicator,"""If the violator is an Operator or Contractor, the indicator is 'N'.  If the violator is an Agent, the indicator is 'Y'.  If the violator is a Miner, the indicator can be 'Y' or 'N'.  If none of the above, the indicator is '?'.""",varchar2(1),Violator Type Indicator
msha_violation,bill_print_dt,Bill Print Date,Date the bill was printed.  This date always represents the first time the bill was printed.,date,Bill Print Date
msha_violation,cal_qtr,Calendar Quarter,Calendar Quarter of the date the citation or order was issued by the MSHA inspector.,number(1),Calendar Quarter
msha_violation,coal_metal_ind,Coal Metal Indicator,Identifies if the record is for a Coal or Metal/Non-Metal mine.,varchar2(1),Coal Metal Indicator
msha_violation,contested_dt,Contested Date,Date of the most recent docket status for this violation.,date,Contested Date
msha_violation,contested_ind,Contested Indicator,Indicates if this violation has been assessed and is being contested (Y or N).,varchar2(4),Contested Indicator
msha_violation,cntctr_id,Contractor ID,Code identifying the contractor to whom the citation or order was issued.  May not contain data (null values) if the contractor was not cited.,varchar2(10),Contractor ID
msha_violation,controller_id,Controller ID,Identification number assigned by MSHA Assessments for a Legal Entity acting as a controller of an operator at the time the violation was cited.   May not contain data (null values) if this record pertains to a violation issued to a contractor.,varchar2(7),Controller ID
msha_violation,controller_name,Controller Name,Name of the controller active at the time the violation was cited.  May not contain data (null values) if this record pertains to a violation issued to a contractor.,varchar2(72),Controller Name
msha_violation,docket_no,Docket No,The Docket Number assigned by the Court to this group of Assessments being contested.,varchar2(4),Docket No
msha_violation,docket_status_cd,Docket Status Code,Denotes the current status of this docket:  Approved (approved by the court) or Proposed (not yet been approved by the court).,varchar2(4),Docket Status Code
msha_violation,enforcement_area,Enforcement Area,"""Specifies the enforcement areas affected by the violating condition or practice constitute a health hazard, safety hazard, both or other type of hazard.  May not contain data (null values).""",varchar2(20),Enforcement Area
msha_violation,event_no,Event No,"""A preassigned number used to identify each inspection, investigation, audit, survey, etc.  Use to join to the Inspections table.""",varchar2(7),Event No
msha_violation,fiscal_qtr,Fiscal Quarter,Fiscal Quarter of the date the citation or order was issued by the MSHA inspector.,number(1),Fiscal Quarter
msha_violation,fiscal_yr,Fiscal Year,Fiscal Year of the date the citation or order was issued by the MSHA inspector.  MSHA's fiscal year begins October 1 and ends September 30.,number(4),Fiscal Year
msha_violation,initial_viol_no,Initial Violation No,This is the preceding citation record when there is a need to relate a citation to a previous one. For example this would apply when an order follows a citation.  This relationship is needed to calculate the good faith reduction penalty points.  May not contain data (null values).,varchar2(30),Initial Violation No
msha_violation,inj_illness,Injury Illness,"""Value assigned to a violation for gravity of injury.  Measure of seriousness of violation being cited as measured by severity of the injury or illness to persons if accident were to occur due to the conditions of the violation:  Fatal, LostDays, NoLostDays or Permanent.""",varchar2(20),Injury Illness
msha_violation,inspection_begin_dt,Inspection Begin Date,Start date of the inspection (mm/dd/yyyy).,date,Inspection Begin Date
msha_violation,inspection_end_dt,Inspection End Date,Inspection close out date (mm/dd/yyyy).,date,Inspection End Date
msha_violation,iss_dt,Date Issued,Date the citation or order was issued by the MSHA inspector.,date,Date Issued
msha_violation,last_action_cd,Last Action Code,"""Last action taken against this violation such as 1stDemandPrinted, BillingReady, ApprovedforTreasury and Proposed.  """,varchar2(4),Last Action Code
msha_violation,last_action_dt,Last Action Date,Date the last action taken against this violation.,date,Last Action Date
msha_violation,latest_term_due_dt,Latest Termination Due Date,"""Date by which the conditions cited in the citation/order are to be abated.  For Metal mines, this can be the termination due date to which the citation/order is extended.  """,date,Latest Termination Due Date
msha_violation,latest_term_due_time,Latest Terminatin Due Time,Time by which the conditions cited on the citation/order are to be abated.  ,varchar2(4),Latest Terminatin Due Time
msha_violation,likelihood,Likelihood,"""This is a measure of the seriousness of the violation being cited as measured by the likelihood of the occurrence of an accident:  Highly, NoLikelihood, Occurred, Reasonably or Unlikely.  May not contain data (null values) if situation does not apply.""",varchar2(20),Likelihood
msha_violation,mine_id,Mine ID,Mine id of the mine where the violation was issued.,varchar2(7),Mine ID
msha_violation,mine_name,Mine Name,Name of the mine where the violation was issued.,varchar2(50),Mine Name
msha_violation,mine_type,Mine Type,"""Mine type of the mine where the violation has been issued:  Facility, Surface or Underground.""",varchar2(20),Mine Type
msha_violation,negligence,Negligence,"""Codes representing the degree of negligence that the Inspector assigned to the violator due to the violation:  HighNegligence, LowNegligence, ModNegligence, NoNegligence or Reckless.  A high degree of negligence is assigned when the operator was in a position to be aware of the condition that contributed to a dangerous situation and there were no mitigating circumstances, or if there are unique aggravating circumstances associated with the violation, such as repeated past violations of the same standard at the mine.""",varchar2(20),Negligence
msha_violation,no_affected,Number of Person Affected,This is a measure of the number of persons affected or potentially affected by the conditions at the Mine due to the violation.  Can be zero.,number(3),Number of Person Affected
msha_violation,orig_term_due_dt,Original Termination Due Date,Original date by which the cited condition was to be abated. ,date,Original Termination Due Date
msha_violation,orig_term_due_time,Original Termination Due Time,Original time by which the cited condition was to be abated.   ,varchar2(4),Original Termination Due Time
msha_violation,part_section,30 CFR,"""Code of Federal Regulations: Part/section of Title 30 CFR violated in format PPSSSSSXXXX where (P) Part, (S) Section and (X) Suffix.  Four-digit section numbers are expanded to five within one leading zero.  May not contain data (null values).""",varchar2(20),30 CFR
msha_violation,primary_or_mill,Primary or Associated Mill,A code indicating if the Violation was observed in the Primary Mine location or in an associated Mill (Metal/Non-Metal only).  May not contain data (null values).,varchar2(20),Primary or Associated Mill
msha_violation,replaced_by_order_no,Replaced Order No,Order number which replaced the original citation.  May not contain data (null values) if situation does not apply.,varchar2(30),Replaced Order No
msha_violation,right_to_conf_dt,Right to Conference Date,Date the operator was advised of his right to a conference (Metal/Non-Metal only).  May not contain data (null values).,date,Right to Conference Date
msha_violation,section_of_act,Section of Act,Section of the Act under which the citation/order was issued.  May not contain data (null values).,varchar2(20),Section of Act
msha_violation,section_of_act_2,Section of Act 2,Secondary Section of Act which gives the MSHA Inspector the authority to take the action specified by this Issuance at Metal/Non-Metal mines only.  More than one type of action may be cited.,varchar2(20),Section of Act 2
msha_violation,sig_sub,Significant and Substantial Designation,"""An indicator as to whether or not the gravity is determined by the inspector to be significant and substantial.  If this is 'Y', the inspector has indicated that based upon the particular facts surrounding the violation there exists a reasonable likelihood the hazard contributed to will result in an injury or illness of a reasonably serious nature.""",varchar2(1),S&S Designation
msha_violation,special_assess,Special Assess,Specifies whether this citation has been designated for Special Assessment based on Special Assessment Review (Y or N).,varchar2(1),Special Assess
msha_violation,term_dt,Termination Date,Date on which the citation/order was terminated.  May not contain data (null values) if citation has not yet been terminated.,date,Termination Date
msha_violation,termination_time,Termination Time,Time of day (24 hour) at which the citation/order was terminated.  May not contain data (null values) if citation has not yet been terminated.,varchar2(5),Termination Time
msha_violation,termination_type,Termination Type,"""Code identifying the type of termination:  Issued, ReplacedByOrder or Terminated.""",varchar2(20),Termination Type
msha_violation,type_of_actn_1,Type of Action 1,Section of Act which is authority for the action taken.,varchar2(20),Section of Act
msha_violation,violation_issue_dt,Violation Issue Date,Date the citation or order was issued by the MSHA inspector.,date,Violation Issue Date
msha_violation,violation_issue_time,Violation Issue Time,Time (24 hour) the citation or order was issued by the MSHA inspector.,varchar2(4),Violation Issue Time
msha_violation,violation_occur_dt,Violation Occur Date,Actual date of the occurrence of the violation.,date,Violation Occur Date
msha_violation,viol_no,Violation No,Citation/order number assigned to each citation written during an inspection.  This is a unique key to the file.,varchar2(30),Violation No
msha_violation,violator_id,Violator ID,Identification number assigned by MSHA for a Legal Entity acting as an operator at a mine at the time the violation was cited.  May not contain data (null values) if this record pertains to a violation issued to a contractor.,varchar2(7),Violator ID
msha_violation,violator_name,Violator Name,Name of the operator active at the time the violation was cited.  May not contain data (null values) if this record pertains to a violation issued to a contractor.,varchar2(60),Violator Name
msha_violation,violator_type_cd,Violator Type Code,"""Each Violator record represents an entity (Operator, Contractor, Agent or Miner) that has one or more violations at a mine.""",varchar2(20),Violator Type Code
msha_violation,written_notice,Written Notice,Indicates if this citation is a result of a Miner or Agent notice of complaint to MSHA (written notice 103(g)):  ('Y'  or 'N').  May not contain data (null values).,varchar2(1),Written Notice
msha_mine,assess_ctrl_no,Assessment Control No,The most recent Assessment Control Number for a mine determined by selecting the most recent issue date of all citations associated with a mine for all associated violations regardless of the type of violator.  The system creates the Assessment Control Number.,varchar2(20),Assessment Control No
msha_mine,avg_mine_height,Average Mine Height,Average mining height in inches.  Coal mines only.  May not contain data (null values) for Coal and Metal/Non-Metal mines.,number(5),Average Mine Height
msha_mine,bom_state_cd,Bureau of Mines State Code,Bureau of Mines (BOM) assigned state codes.,varchar2(2),Bureau of Mines State Code
msha_mine,c_m_ind,Coal or Metal Mine,Identifies if the mine is a Coal or Metal/Non-Metal mine.,varchar2(1),Coal or Metal Mine
msha_mine,company_type,Company Type,"""Unique description for each legal entity type.  Values are Corporation, Limited Liability Corporation, Other, Partnership and Sole Proprietor.  May not contain data (null values).""",varchar2(80),Company Type
msha_mine,cong_dist_cd,Congressional District Code,"""The Congressional District of the state in which the mine is located. Congressional District numbers are only unique within states, so State Code and Congressional District Code should be reported together.  May not contain data (null values).""",varchar2(2),Congressional District Code
msha_mine,controller_id,Controller ID,"""Identification number assigned by MSHA Assessments Center for a Legal Entity acting as a controller of an operator.  May not contain data (null values) if this record has a mine status of New Mine.  If it is a New Mine, this information will be entered into the system at a future date. """,varchar2(7),Controller ID
msha_mine,controller_nm,Controller Name,"""Either the business name or a person's name for the Legal Entity.  May not contain data (null values) if this record has a mine status of New Mine.  If it is a New Mine, this information will be entered into the system at a future date. """,varchar2(72),Controller Name
msha_mine,curr_103i_cd,103i Classification Code,This is the Mine 103I Classification Code: May not contain data (null values),varchar2(2),103i Classification Code
msha_mine,curr_mine_nm,Mine Name,Name of the mine as designated on the Legal ID Form (LID) or Mine Information Form (MIF).,varchar2(50),Mine Name
msha_mine,curr_ownr_beg_dt,Current Owner Begin Date,Start date of the operating period at the mine.  May not contain data (null values) until the controller if a controller id has not yet been submitted.,date,Current Owner Begin Date
msha_mine,curr_stat_cd,Mine Status,"""Current status of the mine.  Values are Abandoned, Abandoned and Sealed, Active, Intermittent, New Mine, NonProducing and Temporarily Idled (Coal only).""",varchar2(50),Mine Status
msha_mine,curr_stat_dt,Mine Status Date,Date the mine obtained the current status from the Mine Information Form (MIF).,date,Mine Status Date
msha_mine,current_103i_dt,103i Classification Date,The date the mine entered the current 103I status.  May not contain data (null values).,date,103i Classification Date
msha_mine,days_per_week,Number of Days per Week,Number of days per week that the mine is operational.  Entered on the Mine Information Form (MIF).,number(2),Number of Days per Week
msha_mine,directions_to_mine,Direction to Mine,Free-form description of directions on how to get to the mine.  It is input on the Legal Id Form (LID) and Mine Information Form (MIF).  May not contain data (null values).,varchar2(300),Direction to Mine
msha_mine,district,District,The first three characters of the Coal districts and the first two characters of the Metal districts.,varchar2(3),District
msha_mine,employee_cnt,Number of Employees,Number of workers employed at the mine.  Entered on the Mine Information Form (MIF).  May not contain data (null values).,number(5),Number of Employees
msha_mine,exempt_ind,Part 48 Training Indicator,Indicates whether MSHA is restricted from enforcing Part 48 mine activity course training requirements - 'Y' or 'N'.,varchar2(1),Part 48 Training Indicator
msha_mine,fips_cnty_cd,FIPS County Code,Federal Information Processing Standard county code.,varchar2(3),FIPS County Code
msha_mine,fips_cnty_nm,Fips County Name,Federal Information Processing Standards (FIPS) county code name.,varchar2(80),Fips County Name
msha_mine,full_sic_cd,Primary Sic Code,"""This is a code derived from the SIC codes to use as a primary key for the primary commodity extracted at a mine.  If it is blank, a Mine Information Form (MIF) is required from the inspector to know the true SIC code.  May not contain data (null values).""",varchar2(6),Primary Sic Code
msha_mine,highwall_mnr_ind,Highwall Mine Indicator,Indicator denoting whether or not a mine uses a high wall miner (surface coal only) ('Y' or 'N').,varchar2(1),Highwall Mine Indicator
msha_mine,hours_per_shift,Hours per Shift,Number of hours per shift at the mine.  Entered on the Mine Information Form (MIF).  May not contain data (null values).,number(2),Hours per Shift
msha_mine,latitude,Latitude,"""Latitude denoting the mine location shown in the following format:  xx.xxxxxx (8,6).  May not contain data (null values).""",varchar2(9),Latitude
msha_mine,longitude,Longitude,"""Longitude denoting the mine location shown in the following format:  xxx.xxxxxx (9,6).  May not contain data (null values).""",varchar2(10),Longitude
msha_mine,maint_shifts_per_day,Maintenance Shifts per Day,Number of maintenance-only shifts per 24-hour day.  Entered on the Mine Information Form (MIF).  May not contain data (null values).,number(3),Maintenance Shifts per Day
msha_mine,methn_librtn,Methane Liberation,Methane Liberation on Section (cubic feet each 24 hrs).  May not contain data (null values) if this does not apply at the mine.,number(9),Methane Liberation
msha_mine,mine_103i_desc,103i Classification Code Description,"""This is the description of the Mine 103I Classification Code:  Hazard, Ignition or Explosion, Inspection Once Every 10-days, Inspect Once Every 15-days, Inspect Once Every 5-days, Never Had 103I Status, Removed From 103I Status.  May not contain data (null values)""",varchar2(80),103i Classification Code Description
msha_mine,mine_gas_category_cd,Mine Gas Category Code,This categorization is used by underground Metal/Non-Metal mines and the surface mills of Subcategory I-C mines (gilsonite) mines.  The purpose is to protect persons against the hazards of methane and dusts containing volatile matter.  May not contain data (null values) if this does not apply.,varchar2(20),Mine Gas Category Code
msha_mine,mine_id,Mine ID,"""Identification number assigned to the mine by MSHA.  It is a unique primary key to join to the Inspections, Mine Address, Accidents, Annual Employ/Prod and Qrtly Employ/Prod tables.""",varchar2(7),Mine ID
msha_mine,mine_miles_ofc,Miles from Mine,Driving distance to the mine/mill from the office responsible for conducting inspection.  Can contain zeroes.,number(5),Miles from Mine
msha_mine,mine_type_cd,Mine Type,"""From the Legal ID (LID) form. The types are Facility, Surface or Underground.""",varchar2(20),Mine Type
msha_mine,miners_rep_ind,Miner Representative Indicator,Indicates where there is a miners' representative at the location ('Y' or 'N').,varchar2(1),Miner Representative Indicator
msha_mine,multiple_pits_ind,Multiple Pits Indicator,Indicates whether there are multiple pits at the mine location ('Y' or 'N)'.,varchar2(1),Multiple Pits Indicator
msha_mine,nearest_town,Nearest Town,Nearest town or city.  Entered on Mine Information Form (MIF).  May not contain data (null values).,varchar2(30),Nearest Town
msha_mine,non_prod_pits_cnt,Number of Non Producing Pits,Number of pits that are not producing materials at the mine location (Coal only).  May not contain data (null values) if this does not apply at the mine.,number(5),Number of Non Producing Pits
msha_mine,office_cd,Office Code,MSHA code that identifies the office to which the mine is assigned.  This is entered on the Mine Information Form (MIF).  ,varchar2(5),Office Code
msha_mine,office_name,Office Name,The name of the office to which the mine is assigned.,varchar2(80),Office Name
msha_mine,oper_id,Operator ID,"""Identification number assigned by MSHA Assessments Center for a Legal Entity acting as an operator at a mine.  May not contain data (null values) if this record has a status of New Mine.  If it is a New Mine, this information will be entered into the system at a future date. """,varchar2(7),Operator ID
msha_mine,oper_nm,Operator Name,"""The latest operator name as updated by a LID (legal entity id form) or MIF (mine information form).  If the last action is a LID, it will be updated if Assessments updates the name when it is approved.  A new MIF will subsequently overwrite the mines operator name.  May not contain data (null values) if this record has a status of New Mine.  If it is a New Mine, this information will be entered into the system at a future date. """,varchar2(60),Operator Name
msha_mine,pillar_rcvry_ind,Pillar Recovery Indicator,Indicator denoting whether or not a mine uses pillar recovery mining techniques (underground coal mines only) - ('Y' or 'N').,varchar2(1),Pillar Recovery Indicator
msha_mine,port_oprn_ind,Portable Mine Indicator,Indicates whether this is a portable mine or not ('Y' or 'N').,varchar2(1),Portable Mine Indicator
msha_mine,portable_fips_st_cd,Portable Mine FIPS Code,The Federal Information Processing Standards (FIPS) state code if it is a portable mine.  May not contain data (null values).,varchar2(2),Portable Mine FIPS Code
msha_mine,primary_canvass_cd,Primnary Industry Group Code,Unique code abbreviation for the primary industry group code for a mine.  May not contain data (null values).,varchar2(20),Primnary Industry Group Code
msha_mine,primary_canvass_desc,Primary Industry Group Code Description,"""Canvass code description associated with the primary commodity code.  This code is also known as an industry group code.  Values are 1, 2, 5, 6, 7, 8.  Canvass cd 1 - Coal(Anthracite) SIC 123100; Canvass cd 2 - Coal(Bituminous); Canvass cd 5 - M/NM (Sand and Gravel); Canvass cd 6 - M/NM (Stone); Canvass cd 7 - NonMetal;  Canvass cd 8 - Metal.""",varchar2(20),Primary Industry Group Code Description
msha_mine,primary_sic_cd_grp,SIC Code,Description of the Standard Industrial Classification Code (SIC) code for the primary commodity at a mine.  May not contain data (null values).,varchar2(80),SIC Code
msha_mine,primary_sic_cd_sfx,SIC Code Suffix,Suffix to the Standard Industrial Classification Code (SIC) that defines the primary commodity of the mill or mine.  May not contain data (null values).,varchar2(2),SIC Code Suffix
msha_mine,prod_pits_cnt,Number of Producing Pits,Number of pits that are actively producing materials at the mine location (Coal only).  May not contain data (null values) for both Coal and Metal/Non-Metal mines.,number(3),Number of Producing Pits
msha_mine,prod_shifts_per_day,Production Shifts per Day,Number of production shifts per 24-hour day.  Entered on the Mine Information Form (MIF).  May not contain data (null values).,number(3),Production Shifts per Day
msha_mine,safety_committee_ind,Safety Committee Indicator,Presence of safety committee at the mine. Values are 'Y' or 'N'.,varchar2(1),Safety Committee Indicator
msha_mine,secondary_canvass_cd,Secondary Industry Group Code,Unique code abbreviation for the secondary industry group code for a mine.  May not contain data (null values).,varchar2(20),Secondary Industry Group Code
msha_mine,secondary_canvass_desc,Secondary Industry Group Code Description,"""Canvass code description associated with the secondary commodity code.  This code is also known as an industry group code.  Values are 1, 2, 5, 6, 7, 8.  For Coal breakdown: Canvass cd 1 - Coal(Anthracite) SIC 123100. Canvass cd 2 - Coal(Bituminous); Canvass cd 5 - M/NM (Sand and Gravel); Canvass cd 6 - M/NM (Stone); Canvass cd 7 - NonMetal; Canvass cd 8 - Metal.""",varchar2(20),Secondary Industry Group Code Description
msha_mine,secondary_sic_cd,Secondary SIC Code,This is a code derived from the Standard Industrial Classification Code (SIC) codes to use as a primary key for the secondary commodity extracted at a mine.  May not contain data (null values).,varchar2(6),Secondary SIC Code
msha_mine,secondary_sic_cd_grp,Secondary SIC Code Group,Standard Industrial Classification Code (SIC) that identifies the secondary product of the mill or mine.  May not contain data (null values).,varchar2(4),Secondary SIC Code Group
msha_mine,secondary_sic_cd_sfx,Secondary SIC Code Suffix,Suffix to the Standard Industrial Classification Code (SIC) that defines the secondary commodity of the mill or mine.  May not contain data (null values).,varchar2(2),Secondary SIC Code Suffix
msha_mine,secondary_sic_desc,Secondary SIC Code Description,Description of the Standard Industrial Classification Code (SIC) code for the secondary commodity at a mine.  May not contain data (null values).,varchar2(80),Secondary SIC Code Description
msha_mine,sic_desc,SIC Code Description,Description of the Standard Industrial Classification Code (SIC) code for the primary commodity at a mine.  May not contain data (null values).,varchar2(80),SIC Code Description
msha_mine,state_abbr,State Abbreviation,State in which the mine is located.  Standard state abbreviation code.,varchar2(2),State Abbreviation
msha_mine,tail_pond_cnt,Number of Tailing Ponds,Number of tailing ponds (Metal/Non-Metal mines only).  May not contain data (null values) if this does not apply at the mine.,number(3),Number of Tailing Ponds
